word,language,category,severity,variants,action
ni ma,Chinese,profanity,high,NI MA | Ni Ma | n i m a | n ima | n**a | n1 ma | n1m4 | n1m@ | n1ma | ni m@ | ni ma | ni-ma,block_and_flag
n i m a,Chinese,profanity,high,ni ma,block_and_flag
n ima,Chinese,profanity,high,ni ma,block_and_flag
n**a,Chinese,profanity,high,ni ma,block_and_flag
n1 ma,Chinese,profanity,high,ni ma,block_and_flag
n1m4,Chinese,profanity,high,ni ma,block_and_flag
n1m@,Chinese,profanity,high,ni ma,block_and_flag
n1ma,Chinese,profanity,high,ni ma,block_and_flag
ni m@,Chinese,profanity,high,ni ma,block_and_flag
ni-ma,Chinese,profanity,high,ni ma,block_and_flag
ni_ma,Chinese,profanity,high,ni ma,block_and_flag
nim4,Chinese,profanity,high,ni ma,block_and_flag
nima,Chinese,profanity,high,ni ma,block_and_flag
sat,Thai,insult,medium,$at | 5at | SAT | Sat | s4t | s@t | sat,warn_and_log
$at,Thai,insult,medium,sat,warn_and_log
5at,Thai,insult,medium,sat,warn_and_log
s4t,Thai,insult,medium,sat,warn_and_log
s@t,Thai,insult,medium,sat,warn_and_log
hia,Thai,insult,high,HIA | Hia | h14 | h1@ | h1a | hi4 | hi@ | hia,block_and_flag
h14,Thai,insult,high,hia,block_and_flag
h1@,Thai,insult,high,hia,block_and_flag
h1a,Thai,insult,high,hia,block_and_flag
hi4,Thai,insult,high,hia,block_and_flag
hi@,Thai,insult,high,hia,block_and_flag
dit me,Vietnamese,profanity,high,DIT ME | Dit Me | d i t m e | d itme | d***e | d1t me | d1tm3 | d1tme | dit m3 | dit me | dit-me | dit_me,block_and_flag
d i t m e,Vietnamese,profanity,high,dit me,block_and_flag
d itme,Vietnamese,profanity,high,dit me,block_and_flag
d***e,Vietnamese,profanity,high,dit me,block_and_flag
d1t me,Vietnamese,profanity,high,dit me,block_and_flag
d1tm3,Vietnamese,profanity,high,dit me,block_and_flag
d1tme,Vietnamese,profanity,high,dit me,block_and_flag
dit m3,Vietnamese,profanity,high,dit me,block_and_flag
dit-me,Vietnamese,profanity,high,dit me,block_and_flag
dit_me,Vietnamese,profanity,high,dit me,block_and_flag
ditm3,Vietnamese,profanity,high,dit me,block_and_flag
ditme,Vietnamese,profanity,high,dit me,block_and_flag
du ma,Vietnamese,profanity,high,DU MA | Du Ma | d u m a | d uma | d**a | du m@ | du ma | du-ma | du_ma | dum4 | dum@ | duma,block_and_flag
d u m a,Vietnamese,profanity,high,du ma,block_and_flag
d uma,Vietnamese,profanity,high,du ma,block_and_flag
d**a,Vietnamese,profanity,high,du ma,block_and_flag
du m@,Vietnamese,profanity,high,du ma,block_and_flag
du-ma,Vietnamese,profanity,high,du ma,block_and_flag
du_ma,Vietnamese,profanity,high,du ma,block_and_flag
dum4,Vietnamese,profanity,high,du ma,block_and_flag
dum@,Vietnamese,profanity,high,du ma,block_and_flag
duma,Vietnamese,profanity,high,du ma,block_and_flag
ngu,Vietnamese,insult,medium,NGU | Ngu | ngu,warn_and_log
sik,Turkish,profanity,high,$ik | 5ik | SIK | Sik | s1k | sik,block_and_flag
$ik,Turkish,profanity,high,sik,block_and_flag
5ik,Turkish,profanity,high,sik,block_and_flag
s1k,Turkish,profanity,high,sik,block_and_flag
siktir,Turkish,profanity,high,$iktir | 5iktir | SIKTIR | Siktir | s i k t i r | s iktir | s****r | s1kt1r | siktir,block_and_flag
$iktir,Turkish,profanity,high,siktir,block_and_flag
5iktir,Turkish,profanity,high,siktir,block_and_flag
s i k t i r,Turkish,profanity,high,siktir,block_and_flag
s iktir,Turkish,profanity,high,siktir,block_and_flag
s****r,Turkish,profanity,high,siktir,block_and_flag
s1kt1r,Turkish,profanity,high,siktir,block_and_flag
salak,Turkish,insult,medium,$alak | 5alak | SALAK | Salak | s a l a k | s alak | s***k | s4l4k | s@l@k | salak,warn_and_log
$alak,Turkish,insult,medium,salak,warn_and_log
5alak,Turkish,insult,medium,salak,warn_and_log
s a l a k,Turkish,insult,medium,salak,warn_and_log
s alak,Turkish,insult,medium,salak,warn_and_log
s***k,Turkish,insult,medium,salak,warn_and_log
s4l4k,Turkish,insult,medium,salak,warn_and_log
s@l@k,Turkish,insult,medium,salak,warn_and_log
orospu,Turkish,sexual,high,0r0spu | OROSPU | Orospu | o r o s p u | o rospu | o****u | oro$pu | oro5pu | orospu,block_and_flag
0r0spu,Turkish,sexual,high,orospu,block_and_flag
o r o s p u,Turkish,sexual,high,orospu,block_and_flag
o rospu,Turkish,sexual,high,orospu,block_and_flag
o****u,Turkish,sexual,high,orospu,block_and_flag
oro$pu,Turkish,sexual,high,orospu,block_and_flag
oro5pu,Turkish,sexual,high,orospu,block_and_flag
I will kill you,English,threat,critical,1 w1ll k1ll y0u | 1 w1ll k1ll you | 1w1llk1lly0u | 1w1llk1llyou | I WILL KILL YOU | I Will Kill You | i w i l l k i l l y o u | i will kill y0u | i will kill you | i willkillyou | i**********u | i-will-kill-you,block_and_flag
kill yourself,English,self_harm_encouragement,critical,KILL YOURSELF | Kill Yourself | k i l l y o u r s e l f | k illyourself | k**********f | k1ll y0urself | k1ll yourself | k1lly0urself | k1llyours3lf | k1llyourself | kill y0urself | kill your$elf,block_and_flag
go die,English,self_harm_encouragement,critical,GO DIE | Go Die | g o d i e | g odie | g***e | g0 d1e | g0 die | g0d1e | g0die | go d1e | go di3 | go die,block_and_flag
I will hurt you,English,threat,high,1 w1ll hurt y0u | 1 w1ll hurt you | 1w1llhurty0u | 1w1llhurtyou | I WILL HURT YOU | I Will Hurt You | i w i l l h u r t y o u | i will hurt y0u | i will hurt you | i willhurtyou | i**********u | i-will-hurt-you,block_and_flag
mamatay ka,Filipino/Tagalog,self_harm_encouragement,critical,MAMATAY KA | Mamatay Ka | m a m a t a y k a | m amatayka | m*******a | m4m4t4yk4 | m@m@t@y k@ | m@m@t@yk@ | mamatay ka | mamatay-ka | mamatay_ka | mamatayka,block_and_flag
papatayin kita,Filipino/Tagalog,threat,critical,PAPATAYIN KITA | Papatayin Kita | p a p a t a y i n k i t a | p apatayinkita | p***********a | p4p4t4y1nk1t4 | p4p4t4yinkit4 | p@p@t@y1nk1t@ | p@p@t@yin kit@ | papatay1n k1ta | papatay1nk1ta | papatayin kita,block_and_flag
mamatay kayo,Filipino/Tagalog,self_harm_encouragement,critical,MAMATAY KAYO | Mamatay Kayo | m a m a t a y k a y o | m amataykayo | m*********o | m4m4t4yk4yo | m@m@t@y k@yo | m@m@t@yk@y0 | mamatay kay0 | mamatay kayo | mamatay-kayo | mamatay_kayo,block_and_flag
patayin kita,Filipino/Tagalog,threat,critical,PATAYIN KITA | Patayin Kita | p a t a y i n k i t a | p atayinkita | p*********a | p4t4y1nk1t4 | p4t4yinkit4 | p@t@y1nk1t@ | p@t@yin kit@ | patay1n k1ta | patay1nk1ta | patayin kita,block_and_flag
NIGGER,English,racial_slur,critical,nigger,block_and_flag
n i g g e r,English,racial_slur,critical,nigger,block_and_flag
n****r,English,racial_slur,critical,nigger,block_and_flag
n1gg3r,English,racial_slur,critical,nigger,block_and_flag
NIGGA,English,racial_slur,critical,nigga,block_and_flag
n i g g a,English,racial_slur,critical,nigga,block_and_flag
n***a,English,racial_slur,critical,nigga,block_and_flag
n1gg4,English,racial_slur,critical,nigga,block_and_flag
n1gg@,English,racial_slur,critical,nigga,block_and_flag
COON,English,racial_slur,critical,coon,block_and_flag
c o o n,English,racial_slur,critical,coon,block_and_flag
c**n,English,racial_slur,critical,coon,block_and_flag
c00n,English,racial_slur,critical,coon,block_and_flag
5pic,English,ethnic_slur,critical,spic,block_and_flag
SPIC,English,ethnic_slur,critical,spic,block_and_flag
s p i c,English,ethnic_slur,critical,spic,block_and_flag
s**c,English,ethnic_slur,critical,spic,block_and_flag
sp1c,English,ethnic_slur,critical,spic,block_and_flag
WETBACK,English,ethnic_slur,critical,wetback,block_and_flag
w e t b a c k,English,ethnic_slur,critical,wetback,block_and_flag
w*****k,English,ethnic_slur,critical,wetback,block_and_flag
w3tb4ck,English,ethnic_slur,critical,wetback,block_and_flag
w3tb@ck,English,ethnic_slur,critical,wetback,block_and_flag
BEANER,English,ethnic_slur,critical,beaner,block_and_flag
b e a n e r,English,ethnic_slur,critical,beaner,block_and_flag
b****r,English,ethnic_slur,critical,beaner,block_and_flag
b34n3r,English,ethnic_slur,critical,beaner,block_and_flag
b3@n3r,English,ethnic_slur,critical,beaner,block_and_flag
CHINK,English,racial_slur,critical,chink,block_and_flag
c h i n k,English,racial_slur,critical,chink,block_and_flag
c***k,English,racial_slur,critical,chink,block_and_flag
ch1nk,English,racial_slur,critical,chink,block_and_flag
GOOK,English,ethnic_slur,critical,gook,block_and_flag
g o o k,English,ethnic_slur,critical,gook,block_and_flag
g**k,English,ethnic_slur,critical,gook,block_and_flag
g00k,English,ethnic_slur,critical,gook,block_and_flag
JAP,English,ethnic_slur,critical,jap,block_and_flag
j4p,English,ethnic_slur,critical,jap,block_and_flag
j@p,English,ethnic_slur,critical,jap,block_and_flag
KIKE,English,religious_ethnic_slur,critical,kike,block_and_flag
k i k e,English,religious_ethnic_slur,critical,kike,block_and_flag
k**e,English,religious_ethnic_slur,critical,kike,block_and_flag
k1k3,English,religious_ethnic_slur,critical,kike,block_and_flag
PAKI,English,ethnic_slur,critical,paki,block_and_flag
p a k i,English,ethnic_slur,critical,paki,block_and_flag
p**i,English,ethnic_slur,critical,paki,block_and_flag
p4k1,English,ethnic_slur,critical,paki,block_and_flag
p@k1,English,ethnic_slur,critical,paki,block_and_flag
RAGHEAD,English,religious_ethnic_slur,critical,raghead,block_and_flag
r a g h e a d,English,religious_ethnic_slur,critical,raghead,block_and_flag
r*****d,English,religious_ethnic_slur,critical,raghead,block_and_flag
r4gh34d,English,religious_ethnic_slur,critical,raghead,block_and_flag
r@gh3@d,English,religious_ethnic_slur,critical,raghead,block_and_flag
REDSKIN,English,racial_ethnic_slur,high,redskin,block_and_flag
r e d s k i n,English,racial_ethnic_slur,high,redskin,block_and_flag
r*****n,English,racial_ethnic_slur,high,redskin,block_and_flag
r3dsk1n,English,racial_ethnic_slur,high,redskin,block_and_flag
red5kin,English,racial_ethnic_slur,high,redskin,block_and_flag
CRACKER,English,racial_slur,critical,cracker,block_and_flag
c r a c k e r,English,racial_slur,critical,cracker,block_and_flag
c*****r,English,racial_slur,critical,cracker,block_and_flag
cr4ck3r,English,racial_slur,critical,cracker,block_and_flag
cr@ck3r,English,racial_slur,critical,cracker,block_and_flag
HONKY,English,racial_slur,critical,honky,block_and_flag
h o n k y,English,racial_slur,critical,honky,block_and_flag
h***y,English,racial_slur,critical,honky,block_and_flag
h0nky,English,racial_slur,critical,honky,block_and_flag
GYPSY,English,ethnic_slur,critical,gypsy,block_and_flag
g y p s y,English,ethnic_slur,critical,gypsy,block_and_flag
g***y,English,ethnic_slur,critical,gypsy,block_and_flag
gyp5y,English,ethnic_slur,critical,gypsy,block_and_flag
CHOLO,English,ethnic_slur,critical,cholo,block_and_flag
c h o l o,English,ethnic_slur,critical,cholo,block_and_flag
c***o,English,ethnic_slur,critical,cholo,block_and_flag
ch0l0,English,ethnic_slur,critical,cholo,block_and_flag
NEGRO,English,racial_term,high,negro,block_and_flag
n e g r o,English,racial_term,high,negro,block_and_flag
n***o,English,racial_term,high,negro,block_and_flag
n3gr0,English,racial_term,high,negro,block_and_flag
n3gro,English,racial_term,high,negro,block_and_flag
negr0,English,racial_term,high,negro,block_and_flag
5andnigger,English,racial_slur,critical,sand nigger,block_and_flag
SAND NIGGER,English,racial_slur,critical,sand nigger,block_and_flag
s a n d n i g g e r,English,racial_slur,critical,sand nigger,block_and_flag
s********r,English,racial_slur,critical,sand nigger,block_and_flag
s4ndn1gg3r,English,racial_slur,critical,sand nigger,block_and_flag
s@nd n1gg3r,English,racial_slur,critical,sand nigger,block_and_flag
sand-nigger,English,racial_slur,critical,sand nigger,block_and_flag
sand_nigger,English,racial_slur,critical,sand nigger,block_and_flag
sandnigger,English,racial_slur,critical,sand nigger,block_and_flag
TOWELHEAD,English,religious_ethnic_slur,critical,towelhead,block_and_flag
t o w e l h e a d,English,religious_ethnic_slur,critical,towelhead,block_and_flag
t*******d,English,religious_ethnic_slur,critical,towelhead,block_and_flag
t0w3lh3@d,English,religious_ethnic_slur,critical,towelhead,block_and_flag
t0welhead,English,religious_ethnic_slur,critical,towelhead,block_and_flag
tow3lh34d,English,religious_ethnic_slur,critical,towelhead,block_and_flag
1nd10,Spanish,ethnic_slur,critical,indio,block_and_flag
1nd1o,Spanish,ethnic_slur,critical,indio,block_and_flag
INDIO,Spanish,ethnic_slur,critical,indio,block_and_flag
i n d i o,Spanish,ethnic_slur,critical,indio,block_and_flag
i***o,Spanish,ethnic_slur,critical,indio,block_and_flag
indi0,Spanish,ethnic_slur,critical,indio,block_and_flag
5udaca,Spanish,ethnic_slur,critical,sudaca,block_and_flag
SUDACA,Spanish,ethnic_slur,critical,sudaca,block_and_flag
s u d a c a,Spanish,ethnic_slur,critical,sudaca,block_and_flag
s****a,Spanish,ethnic_slur,critical,sudaca,block_and_flag
sud4c4,Spanish,ethnic_slur,critical,sudaca,block_and_flag
sud@c@,Spanish,ethnic_slur,critical,sudaca,block_and_flag
MORO,Spanish,religious_ethnic_slur,critical,moro,block_and_flag
m o r o,Spanish,religious_ethnic_slur,critical,moro,block_and_flag
m**o,Spanish,religious_ethnic_slur,critical,moro,block_and_flag
m0r0,Spanish,religious_ethnic_slur,critical,moro,block_and_flag
NEGRO DE MIERDA,Spanish,racial_slur,critical,negro de mierda,block_and_flag
n e g r o d e m i e r d a,Spanish,racial_slur,critical,negro de mierda,block_and_flag
n***********a,Spanish,racial_slur,critical,negro de mierda,block_and_flag
n3gr0 d3 m13rd@,Spanish,racial_slur,critical,negro de mierda,block_and_flag
n3grod3m13rd4,Spanish,racial_slur,critical,negro de mierda,block_and_flag
negr0demierda,Spanish,racial_slur,critical,negro de mierda,block_and_flag
negro-de-mierda,Spanish,racial_slur,critical,negro de mierda,block_and_flag
negro_de_mierda,Spanish,racial_slur,critical,negro de mierda,block_and_flag
negrodemierda,Spanish,racial_slur,critical,negro de mierda,block_and_flag
5alearabe,French,ethnic_slur,critical,sale arabe,block_and_flag
SALE ARABE,French,ethnic_slur,critical,sale arabe,block_and_flag
s a l e a r a b e,French,ethnic_slur,critical,sale arabe,block_and_flag
s*******e,French,ethnic_slur,critical,sale arabe,block_and_flag
s4l34r4b3,French,ethnic_slur,critical,sale arabe,block_and_flag
s@l3 @r@b3,French,ethnic_slur,critical,sale arabe,block_and_flag
sale-arabe,French,ethnic_slur,critical,sale arabe,block_and_flag
sale_arabe,French,ethnic_slur,critical,sale arabe,block_and_flag
salearabe,French,ethnic_slur,critical,sale arabe,block_and_flag
5alenègre,French,racial_slur,critical,sale nègre,block_and_flag
SALE NÈGRE,French,racial_slur,critical,sale nègre,block_and_flag
s a l e n è g r e,French,racial_slur,critical,sale nègre,block_and_flag
s4l3nègr3,French,racial_slur,critical,sale nègre,block_and_flag
s@l3 nègr3,French,racial_slur,critical,sale nègre,block_and_flag
sale-nègre,French,racial_slur,critical,sale nègre,block_and_flag
sale_nègre,French,racial_slur,critical,sale nègre,block_and_flag
salenègre,French,racial_slur,critical,sale nègre,block_and_flag
BOUGNOULE,French,ethnic_slur,critical,bougnoule,block_and_flag
b o u g n o u l e,French,ethnic_slur,critical,bougnoule,block_and_flag
b*******e,French,ethnic_slur,critical,bougnoule,block_and_flag
b0ugn0ul3,French,ethnic_slur,critical,bougnoule,block_and_flag
b0ugn0ule,French,ethnic_slur,critical,bougnoule,block_and_flag
bougnoul3,French,ethnic_slur,critical,bougnoule,block_and_flag
KANAKE,German,ethnic_slur,critical,kanake,block_and_flag
k a n a k e,German,ethnic_slur,critical,kanake,block_and_flag
k****e,German,ethnic_slur,critical,kanake,block_and_flag
k4n4k3,German,ethnic_slur,critical,kanake,block_and_flag
k@n@k3,German,ethnic_slur,critical,kanake,block_and_flag
NEGER,German,racial_term,high,neger,block_and_flag
n e g e r,German,racial_term,high,neger,block_and_flag
n***r,German,racial_term,high,neger,block_and_flag
n3g3r,German,racial_term,high,neger,block_and_flag
JUDENSCHWEIN,German,religious_ethnic_slur,critical,judenschwein,block_and_flag
j u d e n s c h w e i n,German,religious_ethnic_slur,critical,judenschwein,block_and_flag
j**********n,German,religious_ethnic_slur,critical,judenschwein,block_and_flag
jud3nschw31n,German,religious_ethnic_slur,critical,judenschwein,block_and_flag
juden5chwein,German,religious_ethnic_slur,critical,judenschwein,block_and_flag
TERRONE,Italian,regional_ethnic_slur,high,terrone,block_and_flag
t e r r o n e,Italian,regional_ethnic_slur,high,terrone,block_and_flag
t*****e,Italian,regional_ethnic_slur,high,terrone,block_and_flag
t3rr0n3,Italian,regional_ethnic_slur,high,terrone,block_and_flag
t3rron3,Italian,regional_ethnic_slur,high,terrone,block_and_flag
terr0ne,Italian,regional_ethnic_slur,high,terrone,block_and_flag
NEGRO,Italian,racial_term,high,negro,block_and_flag
n e g r o,Italian,racial_term,high,negro,block_and_flag
n***o,Italian,racial_term,high,negro,block_and_flag
n3gr0,Italian,racial_term,high,negro,block_and_flag
n3gro,Italian,racial_term,high,negro,block_and_flag
negr0,Italian,racial_term,high,negro,block_and_flag
ZINGARO,Italian,ethnic_slur,critical,zingaro,block_and_flag
z i n g a r o,Italian,ethnic_slur,critical,zingaro,block_and_flag
z*****o,Italian,ethnic_slur,critical,zingaro,block_and_flag
z1ng4ro,Italian,ethnic_slur,critical,zingaro,block_and_flag
z1ng@r0,Italian,ethnic_slur,critical,zingaro,block_and_flag
zingar0,Italian,ethnic_slur,critical,zingaro,block_and_flag
MACACO,Portuguese,racial_slur,critical,macaco,block_and_flag
m a c a c o,Portuguese,racial_slur,critical,macaco,block_and_flag
m****o,Portuguese,racial_slur,critical,macaco,block_and_flag
m4c4co,Portuguese,racial_slur,critical,macaco,block_and_flag
m@c@c0,Portuguese,racial_slur,critical,macaco,block_and_flag
macac0,Portuguese,racial_slur,critical,macaco,block_and_flag
CRIOULO,Portuguese,racial_term,high,crioulo,block_and_flag
c r i o u l o,Portuguese,racial_term,high,crioulo,block_and_flag
cr10ul0,Portuguese,racial_term,high,crioulo,block_and_flag
cr1oulo,Portuguese,racial_term,high,crioulo,block_and_flag
cri0ul0,Portuguese,racial_term,high,crioulo,block_and_flag
CHERNOZHOPY,Russian,racial_ethnic_slur,high,chernozhopy,block_and_flag
c h e r n o z h o p y,Russian,racial_ethnic_slur,high,chernozhopy,block_and_flag
c*********y,Russian,racial_ethnic_slur,high,chernozhopy,block_and_flag
ch3rn0zh0py,Russian,racial_ethnic_slur,high,chernozhopy,block_and_flag
ch3rnozhopy,Russian,racial_ethnic_slur,high,chernozhopy,block_and_flag
chern0zh0py,Russian,racial_ethnic_slur,high,chernozhopy,block_and_flag
KHACH,Russian,ethnic_slur,critical,khach,block_and_flag
k h a c h,Russian,ethnic_slur,critical,khach,block_and_flag
k***h,Russian,ethnic_slur,critical,khach,block_and_flag
kh4ch,Russian,ethnic_slur,critical,khach,block_and_flag
kh@ch,Russian,ethnic_slur,critical,khach,block_and_flag
CHURKA,Russian,ethnic_slur,critical,churka,block_and_flag
c h u r k a,Russian,ethnic_slur,critical,churka,block_and_flag
c****a,Russian,ethnic_slur,critical,churka,block_and_flag
churk4,Russian,ethnic_slur,critical,churka,block_and_flag
churk@,Russian,ethnic_slur,critical,churka,block_and_flag
GAIJIN,Japanese,nationality_term,high,gaijin,block_and_flag
g a i j i n,Japanese,nationality_term,high,gaijin,block_and_flag
g****n,Japanese,nationality_term,high,gaijin,block_and_flag
g41j1n,Japanese,nationality_term,high,gaijin,block_and_flag
g@1j1n,Japanese,nationality_term,high,gaijin,block_and_flag
支那人,Japanese,ethnic_slur,critical,支那人,block_and_flag
WAE-NOM,Korean,ethnic_nationality_slur,high,wae-nom,block_and_flag
w a e - n o m,Korean,ethnic_nationality_slur,high,wae-nom,block_and_flag
w*****m,Korean,ethnic_nationality_slur,high,wae-nom,block_and_flag
w43-nom,Korean,ethnic_nationality_slur,high,wae-nom,block_and_flag
w@3-n0m,Korean,ethnic_nationality_slur,high,wae-nom,block_and_flag
wae-n0m,Korean,ethnic_nationality_slur,high,wae-nom,block_and_flag
JUNGGUK-NOM,Korean,nationality_slur,high,jungguk-nom,block_and_flag
j u n g g u k - n o m,Korean,nationality_slur,high,jungguk-nom,block_and_flag
j*********m,Korean,nationality_slur,high,jungguk-nom,block_and_flag
jungguk-n0m,Korean,nationality_slur,high,jungguk-nom,block_and_flag
鬼子,Chinese,nationality_slur,high,鬼子,block_and_flag
日 本 鬼 子,Chinese,nationality_slur,high,日本鬼子,block_and_flag
日**子,Chinese,nationality_slur,high,日本鬼子,block_and_flag
日本鬼子,Chinese,nationality_slur,high,日本鬼子,block_and_flag
MADRASI,Hindi,regional_ethnic_slur,high,madrasi,block_and_flag
m a d r a s i,Hindi,regional_ethnic_slur,high,madrasi,block_and_flag
m*****i,Hindi,regional_ethnic_slur,high,madrasi,block_and_flag
m4dr4s1,Hindi,regional_ethnic_slur,high,madrasi,block_and_flag
m@dr@s1,Hindi,regional_ethnic_slur,high,madrasi,block_and_flag
madra5i,Hindi,regional_ethnic_slur,high,madrasi,block_and_flag
KALLU,Hindi,racial_slur,critical,kallu,block_and_flag
k a l l u,Hindi,racial_slur,critical,kallu,block_and_flag
k***u,Hindi,racial_slur,critical,kallu,block_and_flag
k4llu,Hindi,racial_slur,critical,kallu,block_and_flag
k@llu,Hindi,racial_slur,critical,kallu,block_and_flag
MLECHHA,Hindi,ethnic_slur,critical,mlechha,block_and_flag
m l e c h h a,Hindi,ethnic_slur,critical,mlechha,block_and_flag
m*****a,Hindi,ethnic_slur,critical,mlechha,block_and_flag
ml3chh4,Hindi,ethnic_slur,critical,mlechha,block_and_flag
ml3chh@,Hindi,ethnic_slur,critical,mlechha,block_and_flag
CINA,Indonesian/Malay,ethnic_slur,critical,cina,block_and_flag
c i n a,Indonesian/Malay,ethnic_slur,critical,cina,block_and_flag
c**a,Indonesian/Malay,ethnic_slur,critical,cina,block_and_flag
c1n4,Indonesian/Malay,ethnic_slur,critical,cina,block_and_flag
c1n@,Indonesian/Malay,ethnic_slur,critical,cina,block_and_flag
KELING,Indonesian/Malay,ethnic_slur,critical,keling,block_and_flag
k e l i n g,Indonesian/Malay,ethnic_slur,critical,keling,block_and_flag
k****g,Indonesian/Malay,ethnic_slur,critical,keling,block_and_flag
k3l1ng,Indonesian/Malay,ethnic_slur,critical,keling,block_and_flag
PRIBUMI BODOH,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
p r i b u m i b o d o h,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
p**********h,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
pr1bum1 b0d0h,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
pr1bum1bodoh,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
pribumi-bodoh,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
pribumi_bodoh,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
pribumib0d0h,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
pribumibodoh,Indonesian,ethnic_insult,high,pribumi bodoh,block_and_flag
1nts1k,Filipino/Tagalog,ethnic_term,high,intsik,block_and_flag
INTSIK,Filipino/Tagalog,ethnic_term,high,intsik,block_and_flag
i n t s i k,Filipino/Tagalog,ethnic_term,high,intsik,block_and_flag
i****k,Filipino/Tagalog,ethnic_term,high,intsik,block_and_flag
int5ik,Filipino/Tagalog,ethnic_term,high,intsik,block_and_flag
1nst1k,Filipino/Tagalog,ethnic_term,high,instik,block_and_flag
INSTIK,Filipino/Tagalog,ethnic_term,high,instik,block_and_flag
i n s t i k,Filipino/Tagalog,ethnic_term,high,instik,block_and_flag
in5tik,Filipino/Tagalog,ethnic_term,high,instik,block_and_flag
BUMBAY,Filipino/Tagalog,ethnic_term,high,bumbay,block_and_flag
b u m b a y,Filipino/Tagalog,ethnic_term,high,bumbay,block_and_flag
b****y,Filipino/Tagalog,ethnic_term,high,bumbay,block_and_flag
bumb4y,Filipino/Tagalog,ethnic_term,high,bumbay,block_and_flag
bumb@y,Filipino/Tagalog,ethnic_term,high,bumbay,block_and_flag
TSEKWA,Filipino/Tagalog,ethnic_insult,high,tsekwa,block_and_flag
t s e k w a,Filipino/Tagalog,ethnic_insult,high,tsekwa,block_and_flag
t****a,Filipino/Tagalog,ethnic_insult,high,tsekwa,block_and_flag
t5ekwa,Filipino/Tagalog,ethnic_insult,high,tsekwa,block_and_flag
ts3kw4,Filipino/Tagalog,ethnic_insult,high,tsekwa,block_and_flag
ts3kw@,Filipino/Tagalog,ethnic_insult,high,tsekwa,block_and_flag
TSEKUA,Filipino/Tagalog,ethnic_insult,high,tsekua,block_and_flag
t s e k u a,Filipino/Tagalog,ethnic_insult,high,tsekua,block_and_flag
t5ekua,Filipino/Tagalog,ethnic_insult,high,tsekua,block_and_flag
ts3ku4,Filipino/Tagalog,ethnic_insult,high,tsekua,block_and_flag
ts3ku@,Filipino/Tagalog,ethnic_insult,high,tsekua,block_and_flag
NEGRITO,Filipino/Tagalog,racial_term,high,negrito,block_and_flag
n e g r i t o,Filipino/Tagalog,racial_term,high,negrito,block_and_flag
n*****o,Filipino/Tagalog,racial_term,high,negrito,block_and_flag
n3gr1t0,Filipino/Tagalog,racial_term,high,negrito,block_and_flag
n3gr1to,Filipino/Tagalog,racial_term,high,negrito,block_and_flag
negrit0,Filipino/Tagalog,racial_term,high,negrito,block_and_flag
1nd10,Filipino/Tagalog,historical_ethnic_slur,high,indio,block_and_flag
1nd1o,Filipino/Tagalog,historical_ethnic_slur,high,indio,block_and_flag
INDIO,Filipino/Tagalog,historical_ethnic_slur,high,indio,block_and_flag
i n d i o,Filipino/Tagalog,historical_ethnic_slur,high,indio,block_and_flag
i***o,Filipino/Tagalog,historical_ethnic_slur,high,indio,block_and_flag
indi0,Filipino/Tagalog,historical_ethnic_slur,high,indio,block_and_flag
MORO,Filipino/Tagalog,historical_ethnic_term,high,moro,block_and_flag
m o r o,Filipino/Tagalog,historical_ethnic_term,high,moro,block_and_flag
m**o,Filipino/Tagalog,historical_ethnic_term,high,moro,block_and_flag
m0r0,Filipino/Tagalog,historical_ethnic_term,high,moro,block_and_flag
1g0r0t,Filipino/Tagalog,ethnic_term,high,igorot,block_and_flag
1gorot,Filipino/Tagalog,ethnic_term,high,igorot,block_and_flag
IGOROT,Filipino/Tagalog,ethnic_term,high,igorot,block_and_flag
i g o r o t,Filipino/Tagalog,ethnic_term,high,igorot,block_and_flag
i****t,Filipino/Tagalog,ethnic_term,high,igorot,block_and_flag
ig0r0t,Filipino/Tagalog,ethnic_term,high,igorot,block_and_flag
LUMAD,Filipino/Tagalog,ethnic_term,high,lumad,block_and_flag
l u m a d,Filipino/Tagalog,ethnic_term,high,lumad,block_and_flag
l***d,Filipino/Tagalog,ethnic_term,high,lumad,block_and_flag
lum4d,Filipino/Tagalog,ethnic_term,high,lumad,block_and_flag
lum@d,Filipino/Tagalog,ethnic_term,high,lumad,block_and_flag
GO BACK TO YOUR COUNTRY,English,xenophobic_insult,critical,go back to your country,block_and_flag
g o b a c k t o y o u r c o u n t r y,English,xenophobic_insult,critical,go back to your country,block_and_flag
g*****************y,English,xenophobic_insult,critical,go back to your country,block_and_flag
g0 b@ck t0 y0ur c0untry,English,xenophobic_insult,critical,go back to your country,block_and_flag
g0backt0y0urc0untry,English,xenophobic_insult,critical,go back to your country,block_and_flag
go-back-to-your-country,English,xenophobic_insult,critical,go back to your country,block_and_flag
go_back_to_your_country,English,xenophobic_insult,critical,go back to your country,block_and_flag
